"IndividualId","Time [min]","Organism|PeripheralVenousBlood|average compound|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,0.3333333,9.50825E-10
0,0.6666667,1.42936E-07
0,1,1.650177E-06
0,1.333333,7.672141E-06
0,1.666667,2.283067E-05
0,2,5.242187E-05
0,2.333333,0.0001018368
0,2.666667,0.000176231
0,3,0.0002803801
0,3.333333,0.0004186276
0,3.666667,0.000594888
0,4,0.0008126762
0,4.333333,0.001075142
0,4.666667,0.001385107
0,5,0.001745095
0,5.333333,0.002157363
0,5.666667,0.002623923
0,6,0.003146565
0,6.333333,0.003726872
0,6.666667,0.004366239
0,7,0.005065881
0,7.333333,0.005826843
0,7.666667,0.006650025
0,8,0.007536175
0,8.333333,0.00848591
0,8.666667,0.009499719
0,9,0.01057796
0,9.333333,0.01172089
0,9.666667,0.01292865
0,10,0.01420129
0,10.33333,0.01553873
0,10.66667,0.01694086
0,11,0.01840741
0,11.33333,0.01993809
0,11.66667,0.02153251
0,12,0.02319021
0,12.33333,0.02491071
0,12.66667,0.02669341
0,13,0.02853769
0,13.33333,0.03044288
0,13.66667,0.03240826
0,14,0.03443298
0,14.33333,0.03651581
0,14.66667,0.03865528
0,15,0.04084985
0,15.33333,0.04309809
0,15.66667,0.04539879
0,16,0.04775088
0,16.33333,0.05015335
0,16.66667,0.0526053
0,17,0.05510584
0,17.33333,0.05765408
0,17.66667,0.06024913
0,18,0.0628901
0,18.33333,0.06557605
0,18.66667,0.06830605
0,19,0.07107915
0,19.33333,0.07389438
0,19.66667,0.07675079
0,20,0.07964741
0,20.33333,0.08258328
0,20.66667,0.08555743
0,21,0.08856889
0,21.33333,0.09161668
0,21.66667,0.09469984
0,22,0.09781742
0,22.33333,0.1009685
0,22.66667,0.104152
0,23,0.1073671
0,23.33333,0.1106128
0,23.66667,0.1138882
0,24,0.1171924
0,24.33333,0.1205244
0,24.66667,0.1238834
0,25,0.1272684
0,25.33333,0.1306787
0,25.66667,0.1341132
0,26,0.1375712
0,26.33333,0.1410518
0,26.66667,0.1445542
0,27,0.1480774
0,27.33333,0.1516208
0,27.66667,0.1551836
0,28,0.1587648
0,28.33333,0.1623638
0,28.66667,0.1659798
0,29,0.1696121
0,29.33333,0.1732598
0,29.66667,0.1769223
0,30,0.1805989
0,30.33333,0.1842888
0,30.66667,0.1879914
0,31,0.191706
0,31.33333,0.195432
0,31.66667,0.1991686
0,32,0.2029153
0,32.33333,0.2066715
0,32.66667,0.2104365
0,33,0.2142097
0,33.33333,0.2179906
0,33.66667,0.2217786
0,34,0.2255732
0,34.33333,0.2293737
0,34.66667,0.2331797
0,35,0.2369906
0,35.33333,0.240806
0,35.66667,0.2446252
0,36,0.248448
0,36.33333,0.2522736
0,36.66667,0.2561018
0,37,0.2599321
0,37.33333,0.263764
0,37.66667,0.2675971
0,38,0.271431
0,38.33333,0.2752652
0,38.66667,0.2790995
0,39,0.2829333
0,39.33333,0.2867664
0,39.66667,0.2905983
0,40,0.2944288
0,40.33333,0.2982575
0,40.66667,0.302084
0,41,0.305908
0,41.33333,0.3097292
0,41.66667,0.3135474
0,42,0.3173622
0,42.33333,0.3211733
0,42.66667,0.3249805
0,43,0.3287834
0,43.33333,0.3325819
0,43.66667,0.3363757
0,44,0.3401645
0,44.33333,0.3439481
0,44.66667,0.3477263
0,45,0.3514988
0,45.33333,0.3552655
0,45.66667,0.3590262
0,46,0.3627806
0,46.33333,0.3665285
0,46.66667,0.3702698
0,47,0.3740044
0,47.33333,0.3777319
0,47.66667,0.3814524
0,48,0.3851655
0,48.33333,0.3888712
0,48.66667,0.3925694
0,49,0.3962598
0,49.33333,0.3999424
0,49.66667,0.403617
0,50,0.4072835
0,50.33333,0.4109418
0,50.66667,0.4145918
0,51,0.4182333
0,51.33333,0.4218663
0,51.66667,0.4254907
0,52,0.4291064
0,52.33333,0.4327133
0,52.66667,0.4363113
0,53,0.4399004
0,53.33333,0.4434804
0,53.66667,0.4470513
0,54,0.4506131
0,54.33333,0.4541656
0,54.66667,0.4577089
0,55,0.4612429
0,55.33333,0.4647674
0,55.66667,0.4682826
0,56,0.4717882
0,56.33333,0.4752844
0,56.66667,0.478771
0,57,0.482248
0,57.33333,0.4857154
0,57.66667,0.4891733
0,58,0.4926214
0,58.33333,0.4960599
0,58.66667,0.4994887
0,59,0.5029077
0,59.33333,0.506317
0,59.66667,0.5097166
0,60,0.5131065
0,60.33333,0.5164866
0,60.66667,0.519857
0,61,0.5232176
0,61.33333,0.5265684
0,61.66667,0.5299095
0,62,0.5332409
0,62.33333,0.5365625
0,62.66667,0.5398744
0,63,0.5431765
0,63.33333,0.5464689
0,63.66667,0.5497515
0,64,0.553024
0,64.33334,0.556287
0,64.66666,0.5595397
0,65,0.5627819
0,65.33334,0.5660138
0,65.66666,0.5692351
0,66,0.5724459
0,66.33334,0.5756462
0,66.66666,0.5788361
0,67,0.5820157
0,67.33334,0.5851848
0,67.66666,0.5883437
0,68,0.5914924
0,68.33334,0.5946308
0,68.66666,0.5977592
0,69,0.6008775
0,69.33334,0.6039857
0,69.66666,0.607084
0,70,0.6101723
0,70.33334,0.6132508
0,70.66666,0.6163195
0,71,0.6193784
0,71.33334,0.6224276
0,71.66666,0.6254671
0,72,0.628497
0,72.33334,0.6315174
0,72.66666,0.6345282
0,73,0.6375296
0,73.33334,0.6405216
0,73.66666,0.6435044
0,74,0.6464778
0,74.33334,0.649442
0,74.66666,0.6523971
0,75,0.6553431
0,75.33334,0.65828
0,75.66666,0.661208
0,76,0.664127
0,76.33334,0.6670372
0,76.66666,0.6699386
0,77,0.6728312
0,77.33334,0.6757152
0,77.66666,0.6785906
0,78,0.6814573
0,78.33334,0.6843156
0,78.66666,0.6871653
0,79,0.6900066
0,79.33334,0.6928396
0,79.66666,0.6956642
0,80,0.6984806
0,80.33334,0.7012888
0,80.66666,0.7040887
0,81,0.7068807
0,81.33334,0.7096645
0,81.66666,0.7124404
0,82,0.7152083
0,82.33334,0.7179683
0,82.66666,0.7207205
0,83,0.7234648
0,83.33334,0.7262015
0,83.66666,0.7289304
0,84,0.7316517
0,84.33334,0.7343655
0,84.66666,0.7370716
0,85,0.7397704
0,85.33334,0.7424616
0,85.66666,0.7451455
0,86,0.747822
0,86.33334,0.7504913
0,86.66666,0.7531533
0,87,0.7558081
0,87.33334,0.7584558
0,87.66666,0.7610963
0,88,0.7637298
0,88.33334,0.7663563
0,88.66666,0.7689759
0,89,0.7715884
0,89.33334,0.7741942
0,89.66666,0.7767931
0,90,0.7793853
0,90.33334,0.7819707
0,90.66666,0.7845494
0,91,0.7871215
0,91.33334,0.789687
0,91.66666,0.7922459
0,92,0.7947983
0,92.33334,0.7973441
0,92.66666,0.7998836
0,93,0.8024167
0,93.33334,0.8049434
0,93.66666,0.8074638
0,94,0.8099779
0,94.33334,0.8124858
0,94.66666,0.8149874
0,95,0.8174829
0,95.33334,0.8199723
0,95.66666,0.8224556
0,96,0.8249328
0,96.33334,0.8274041
0,96.66666,0.8298693
0,97,0.8323286
0,97.33334,0.8347821
0,97.66666,0.8372296
0,98,0.8396713
0,98.33334,0.8421072
0,98.66666,0.8445373
0,99,0.8469617
0,99.33334,0.8493804
0,99.66666,0.8517935
0,100,0.8542009
0,100.3333,0.8566027
0,100.6667,0.858999
0,101,0.8613897
0,101.3333,0.8637749
0,101.6667,0.8661546
0,102,0.8685289
0,102.3333,0.8708978
0,102.6667,0.8732613
0,103,0.8756194
0,103.3333,0.8779722
0,103.6667,0.8803197
0,104,0.882662
0,104.3333,0.884999
0,104.6667,0.8873308
0,105,0.8896574
0,105.3333,0.8919789
0,105.6667,0.8942953
0,106,0.8966065
0,106.3333,0.8989127
0,106.6667,0.9012138
0,107,0.9035099
0,107.3333,0.905801
0,107.6667,0.9080871
0,108,0.9103683
0,108.3333,0.9126446
0,108.6667,0.914916
0,109,0.9171825
0,109.3333,0.9194441
0,109.6667,0.921701
0,110,0.923953
0,110.3333,0.9262003
0,110.6667,0.9284428
0,111,0.9306806
0,111.3333,0.9329136
0,111.6667,0.935142
0,112,0.9373657
0,112.3333,0.9395848
0,112.6667,0.9417992
0,113,0.9440091
0,113.3333,0.9462144
0,113.6667,0.9484151
0,114,0.9506112
0,114.3333,0.9528029
0,114.6667,0.9549901
0,115,0.9571728
0,115.3333,0.959351
0,115.6667,0.9615248
0,116,0.9636942
0,116.3333,0.9658592
0,116.6667,0.9680198
0,117,0.970176
0,117.3333,0.9723279
0,117.6667,0.9744755
0,118,0.9766188
0,118.3333,0.9787577
0,118.6667,0.9808925
0,119,0.9830229
0,119.3333,0.9851491
0,119.6667,0.9872711
0,120,0.9893889
0,120.3333,0.9915026
0,120.6667,0.9936121
0,121,0.9957173
0,121.3333,0.9978185
0,121.6667,0.9999156
0,122,1.002009
0,122.3333,1.004097
0,122.6667,1.006182
0,123,1.008263
0,123.3333,1.01034
0,123.6667,1.012412
0,124,1.014481
0,124.3333,1.016546
0,124.6667,1.018606
0,125,1.020663
0,125.3333,1.022716
0,125.6667,1.024765
0,126,1.02681
0,126.3333,1.028851
0,126.6667,1.030888
0,127,1.032921
0,127.3333,1.03495
0,127.6667,1.036976
0,128,1.038998
0,128.3333,1.041016
0,128.6667,1.04303
0,129,1.04504
0,129.3333,1.047046
0,129.6667,1.049049
0,130,1.051048
0,130.3333,1.053043
0,130.6667,1.055035
0,131,1.057022
0,131.3333,1.059006
0,131.6667,1.060987
0,132,1.062963
0,132.3333,1.064936
0,132.6667,1.066905
0,133,1.068871
0,133.3333,1.070833
0,133.6667,1.072791
0,134,1.074746
0,134.3333,1.076697
0,134.6667,1.078645
0,135,1.080589
0,135.3333,1.082529
0,135.6667,1.084466
0,136,1.086399
0,136.3333,1.088329
0,136.6667,1.090255
0,137,1.092178
0,137.3333,1.094097
0,137.6667,1.096012
0,138,1.097924
0,138.3333,1.099833
0,138.6667,1.101738
0,139,1.10364
0,139.3333,1.105538
0,139.6667,1.107433
0,140,1.109325
0,140.3333,1.111212
0,140.6667,1.113097
0,141,1.114978
0,141.3333,1.116856
0,141.6667,1.11873
0,142,1.1206
0,142.3333,1.122467
0,142.6667,1.124331
0,143,1.126191
0,143.3333,1.128047
0,143.6667,1.1299
0,144,1.131749
0,144.3333,1.133595
0,144.6667,1.135437
0,145,1.137275
0,145.3333,1.13911
0,145.6667,1.140941
0,146,1.142769
0,146.3333,1.144593
0,146.6667,1.146413
0,147,1.14823
0,147.3333,1.150043
0,147.6667,1.151852
0,148,1.153659
0,148.3333,1.155461
0,148.6667,1.15726
0,149,1.159055
0,149.3333,1.160846
0,149.6667,1.162634
0,150,1.164419
0,150.3333,1.1662
0,150.6667,1.167977
0,151,1.16975
0,151.3333,1.17152
0,151.6667,1.173287
0,152,1.17505
0,152.3333,1.176809
0,152.6667,1.178565
0,153,1.180317
0,153.3333,1.182066
0,153.6667,1.183811
0,154,1.185552
0,154.3333,1.18729
0,154.6667,1.189025
0,155,1.190756
0,155.3333,1.192483
0,155.6667,1.194207
0,156,1.195928
