"IndividualId","Time [min]","Organism|PeripheralVenousBlood|average compound|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,0.3333333,8.395662E-12
0,0.6666667,3.11696E-09
0,1,7.583868E-08
0,1.333333,6.337144E-07
0,1.666667,3.010659E-06
0,2,1.007263E-05
0,2.333333,2.652677E-05
0,2.666667,5.868772E-05
0,3,0.0001137009
0,3.333333,0.0001986954
0,3.666667,0.0003202612
0,4,0.0004842538
0,4.333333,0.0006958445
0,4.666667,0.0009596059
0,5,0.001279627
0,5.333333,0.001659634
0,5.666667,0.002103075
0,6,0.002613184
0,6.333333,0.003193023
0,6.666667,0.003845525
0,7,0.004573531
0,7.333333,0.00537978
0,7.666667,0.006266905
0,8,0.007237379
0,8.333333,0.008293393
0,8.666667,0.009436817
0,9,0.01066924
0,9.333333,0.01199197
0,9.666667,0.01340612
0,10,0.01491261
0,10.33333,0.01651225
0,10.66667,0.01820573
0,11,0.01999369
0,11.33333,0.02187668
0,11.66667,0.02385521
0,12,0.02592978
0,12.33333,0.02810079
0,12.66667,0.03036865
0,13,0.03273376
0,13.33333,0.0351965
0,13.66667,0.03775723
0,14,0.04041633
0,14.33333,0.04317416
0,14.66667,0.04603109
0,15,0.0489875
0,15.33333,0.05204378
0,15.66667,0.05520032
0,16,0.05845749
0,16.33333,0.06181572
0,16.66667,0.06527539
0,17,0.0688369
0,17.33333,0.07250066
0,17.66667,0.07626708
0,18,0.08013656
0,18.33333,0.0841095
0,18.66667,0.08818631
0,19,0.09236737
0,19.33333,0.09665309
0,19.66667,0.1010438
0,20,0.10554
0,20.33333,0.110142
0,20.66667,0.1148501
0,21,0.1196647
0,21.33333,0.1245861
0,21.66667,0.1296148
0,22,0.1347508
0,22.33333,0.1399947
0,22.66667,0.1453467
0,23,0.1508069
0,23.33333,0.1563758
0,23.66667,0.1620535
0,24,0.1678403
0,24.33333,0.1737363
0,24.66667,0.1797418
0,25,0.1858569
0,25.33333,0.1920817
0,25.66667,0.1984165
0,26,0.2048612
0,26.33333,0.2114161
0,26.66667,0.2180811
0,27,0.2248563
0,27.33333,0.2317417
0,27.66667,0.2387374
0,28,0.2458434
0,28.33333,0.2530595
0,28.66667,0.2603858
0,29,0.2678221
0,29.33333,0.2753683
0,29.66667,0.2830244
0,30,0.2907902
0,30.33333,0.2986655
0,30.66667,0.3066501
0,31,0.3147439
0,31.33333,0.3229466
0,31.66667,0.3312581
0,32,0.3396781
0,32.33333,0.3482062
0,32.66667,0.3568422
0,33,0.3655858
0,33.33333,0.3744365
0,33.66667,0.3833942
0,34,0.3924582
0,34.33333,0.4016284
0,34.66667,0.4109042
0,35,0.4202852
0,35.33333,0.4297711
0,35.66667,0.4393612
0,36,0.4490552
0,36.33333,0.4588525
0,36.66667,0.4687527
0,37,0.4787551
0,37.33333,0.4888593
0,37.66667,0.4990646
0,38,0.5093706
0,38.33333,0.5197764
0,38.66667,0.5302816
0,39,0.5408856
0,39.33333,0.5515877
0,39.66667,0.5623872
0,40,0.5732835
0,40.33333,0.5842759
0,40.66667,0.5953638
0,41,0.6065464
0,41.33333,0.6178231
0,41.66667,0.629193
0,42,0.6406555
