"IndividualId","Time [min]","Organism|PeripheralVenousBlood|average compound|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,0.3333333,1.103584E-10
0,0.6666667,3.533126E-08
0,1,7.349776E-07
0,1.333333,5.333493E-06
0,1.666667,2.227785E-05
0,2,6.674214E-05
0,2.333333,0.000160659
0,2.666667,0.0003317627
0,3,0.0006122515
0,3.333333,0.00103739
0,3.666667,0.00164427
0,4,0.002470767
0,4.333333,0.003554662
0,4.666667,0.004932924
0,5,0.006641168
0,5.333333,0.00871321
0,5.666667,0.01118072
0,6,0.01407292
0,6.333333,0.01741636
0,6.666667,0.02123483
0,7,0.02554915
0,7.333333,0.03037735
0,7.666667,0.03573453
0,8,0.04163297
0,8.333333,0.04808216
0,8.666667,0.055089
0,9,0.06265763
0,9.333333,0.07079013
0,9.666667,0.07948583
0,10,0.08874244
0,10.33333,0.09855542
0,10.66667,0.1089186
0,11,0.1198244
0,11.33333,0.1312636
0,11.66667,0.1432258
0,12,0.1556995
0,12.33333,0.1686721
0,12.66667,0.1821304
0,13,0.1960601
0,13.33333,0.2104466
0,13.66667,0.2252744
0,14,0.240528
0,14.33333,0.2561914
0,14.66667,0.2722484
0,15,0.2886824
0,15.33333,0.3054771
0,15.66667,0.3226159
0,16,0.3400823
0,16.33333,0.3578597
0,16.66667,0.3759319
0,17,0.3942825
0,17.33333,0.4128957
0,17.66667,0.4317557
0,18,0.4508467
0,18.33333,0.4701536
0,18.66667,0.4896614
0,19,0.5093552
0,19.33333,0.5292208
0,19.66667,0.5492439
0,20,0.569411
0,20.33333,0.5897086
0,20.66667,0.6101236
0,21,0.6306435
0,21.33333,0.651256
0,21.66667,0.671949
0,22,0.6927111
0,22.33333,0.7135311
0,22.66667,0.734398
0,23,0.7553015
0,23.33333,0.7762312
0,23.66667,0.7971776
0,24,0.8181312
0,24.33333,0.839083
0,24.66667,0.8600242
0,25,0.8809465
0,25.33333,0.9018419
0,25.66667,0.9227025
0,26,0.9435211
0,26.33333,0.9642904
0,26.66667,0.9850037
0,27,1.005655
0,27.33333,1.026237
0,27.66667,1.046744
0,28,1.067172
0,28.33333,1.087513
0,28.66667,1.107764
0,29,1.12792
0,29.33333,1.147975
0,29.66667,1.167926
0,30,1.187768
0,30.33333,1.207498
0,30.66667,1.227112
0,31,1.246605
0,31.33333,1.265976
0,31.66667,1.285221
0,32,1.304337
0,32.33333,1.323321
0,32.66667,1.342172
0,33,1.360885
0,33.33333,1.379461
0,33.66667,1.397895
0,34,1.416187
0,34.33333,1.434335
0,34.66667,1.452338
0,35,1.470193
0,35.33333,1.487899
0,35.66667,1.505456
0,36,1.522863
0,36.33333,1.540118
0,36.66667,1.55722
0,37,1.57417
0,37.33333,1.590965
0,37.66667,1.607607
0,38,1.624094
0,38.33333,1.640426
0,38.66667,1.656603
0,39,1.672625
0,39.33333,1.688491
0,39.66667,1.704202
0,40,1.719758
0,40.33333,1.73516
0,40.66667,1.750406
0,41,1.765497
0,41.33333,1.780435
0,41.66667,1.795219
0,42,1.809849
0,42.33333,1.824327
0,42.66667,1.838653
0,43,1.852827
0,43.33333,1.86685
0,43.66667,1.880723
0,44,1.894447
0,44.33333,1.908021
0,44.66667,1.921449
0,45,1.934729
0,45.33333,1.947862
0,45.66667,1.960851
0,46,1.973695
0,46.33333,1.986396
0,46.66667,1.998954
0,47,2.011371
0,47.33333,2.023648
0,47.66667,2.035785
0,48,2.047784
0,48.33333,2.059646
0,48.66667,2.071371
0,49,2.082962
0,49.33333,2.094418
0,49.66667,2.105742
0,50,2.116934
0,50.33333,2.127995
0,50.66667,2.138927
0,51,2.149731
0,51.33333,2.160408
0,51.66667,2.170959
0,52,2.181385
0,52.33333,2.191687
0,52.66667,2.201868
0,53,2.211927
0,53.33333,2.221866
0,53.66667,2.231686
0,54,2.241389
0,54.33333,2.250975
0,54.66667,2.260447
0,55,2.269804
0,55.33333,2.279048
0,55.66667,2.288181
0,56,2.297203
0,56.33333,2.306115
0,56.66667,2.31492
0,57,2.323618
0,57.33333,2.332209
0,57.66667,2.340697
0,58,2.34908
0,58.33333,2.357362
0,58.66667,2.365542
0,59,2.373621
0,59.33333,2.381603
0,59.66667,2.389486
0,60,2.397272
0,60.33333,2.404963
0,60.66667,2.412559
0,61,2.420062
0,61.33333,2.427473
0,61.66667,2.434792
0,62,2.442021
0,62.33333,2.449161
0,62.66667,2.456213
0,63,2.463177
0,63.33333,2.470056
0,63.66667,2.47685
0,64,2.48356
0,64.33334,2.490186
0,64.66666,2.496731
0,65,2.503195
0,65.33334,2.509579
0,65.66666,2.515884
0,66,2.52211
0,66.33334,2.52826
0,66.66666,2.534333
0,67,2.540332
0,67.33334,2.546256
0,67.66666,2.552106
0,68,2.557884
0,68.33334,2.563591
0,68.66666,2.569226
0,69,2.574792
0,69.33334,2.580289
0,69.66666,2.585718
0,70,2.59108
0,70.33334,2.596375
0,70.66666,2.601605
0,71,2.60677
0,71.33334,2.611871
0,71.66666,2.616909
0,72,2.621884
0,72.33334,2.626798
0,72.66666,2.631651
0,73,2.636445
0,73.33334,2.641179
0,73.66666,2.645854
0,74,2.650472
0,74.33334,2.655032
0,74.66666,2.659537
0,75,2.663986
0,75.33334,2.66838
0,75.66666,2.672719
0,76,2.677006
0,76.33334,2.681239
0,76.66666,2.685421
0,77,2.689551
0,77.33334,2.69363
0,77.66666,2.697659
0,78,2.701638
0,78.33334,2.705569
0,78.66666,2.709452
0,79,2.713286
0,79.33334,2.717074
0,79.66666,2.720816
0,80,2.724511
0,80.33334,2.728162
0,80.66666,2.731767
0,81,2.735329
0,81.33334,2.738847
0,81.66666,2.742322
0,82,2.745755
0,82.33334,2.749146
0,82.66666,2.752495
0,83,2.755804
0,83.33334,2.759073
0,83.66666,2.762301
0,84,2.765491
0,84.33334,2.768641
0,84.66666,2.771754
0,85,2.774829
0,85.33334,2.777866
0,85.66666,2.780867
0,86,2.783832
0,86.33334,2.78676
0,86.66666,2.789653
0,87,2.792512
0,87.33334,2.795335
0,87.66666,2.798125
0,88,2.800881
0,88.33334,2.803604
0,88.66666,2.806294
0,89,2.808952
0,89.33334,2.811578
0,89.66666,2.814173
0,90,2.816736
0,90.33334,2.819268
0,90.66666,2.821771
0,91,2.824243
0,91.33334,2.826686
0,91.66666,2.829099
0,92,2.831484
0,92.33334,2.83384
0,92.66666,2.836168
0,93,2.838468
0,93.33334,2.840741
0,93.66666,2.842987
0,94,2.845206
0,94.33334,2.847399
0,94.66666,2.849566
0,95,2.851707
0,95.33334,2.853823
0,95.66666,2.855913
0,96,2.857979
0,96.33334,2.860021
0,96.66666,2.862038
0,97,2.864032
0,97.33334,2.866002
0,97.66666,2.867949
0,98,2.869872
0,98.33334,2.871773
0,98.66666,2.873652
0,99,2.875509
0,99.33334,2.877344
0,99.66666,2.879157
0,100,2.880949
0,100.3333,2.88272
0,100.6667,2.884471
0,101,2.8862
0,101.3333,2.88791
0,101.6667,2.8896
0,102,2.891269
0,102.3333,2.89292
0,102.6667,2.894551
0,103,2.896163
0,103.3333,2.897756
0,103.6667,2.89933
0,104,2.900887
0,104.3333,2.902425
0,104.6667,2.903945
0,105,2.905447
0,105.3333,2.906933
0,105.6667,2.908401
0,106,2.909851
0,106.3333,2.911285
0,106.6667,2.912703
0,107,2.914104
0,107.3333,2.915488
0,107.6667,2.916857
0,108,2.91821
0,108.3333,2.919547
0,108.6667,2.920868
0,109,2.922175
0,109.3333,2.923466
0,109.6667,2.924742
0,110,2.926004
0,110.3333,2.927251
0,110.6667,2.928484
0,111,2.929702
0,111.3333,2.930907
0,111.6667,2.932097
0,112,2.933274
0,112.3333,2.934438
0,112.6667,2.935587
0,113,2.936724
0,113.3333,2.937848
0,113.6667,2.938958
0,114,2.940056
0,114.3333,2.941141
0,114.6667,2.942214
0,115,2.943274
0,115.3333,2.944323
0,115.6667,2.945359
0,116,2.946383
0,116.3333,2.947396
0,116.6667,2.948397
0,117,2.949386
0,117.3333,2.950364
0,117.6667,2.951331
0,118,2.952286
0,118.3333,2.953231
0,118.6667,2.954165
0,119,2.955088
0,119.3333,2.956001
0,119.6667,2.956903
0,120,2.957794
0,120.3333,2.958676
0,120.6667,2.959547
0,121,2.960408
0,121.3333,2.961259
0,121.6667,2.962101
0,122,2.962933
0,122.3333,2.963755
0,122.6667,2.964568
0,123,2.965371
0,123.3333,2.966166
0,123.6667,2.96695
0,124,2.967726
0,124.3333,2.968493
0,124.6667,2.969252
0,125,2.970001
0,125.3333,2.970742
0,125.6667,2.971474
0,126,2.972198
0,126.3333,2.972913
0,126.6667,2.97362
0,127,2.974319
0,127.3333,2.97501
0,127.6667,2.975693
0,128,2.976368
0,128.3333,2.977035
0,128.6667,2.977694
0,129,2.978346
0,129.3333,2.97899
0,129.6667,2.979626
0,130,2.980255
0,130.3333,2.980877
0,130.6667,2.981492
0,131,2.982099
0,131.3333,2.982699
0,131.6667,2.983293
0,132,2.983879
0,132.3333,2.984458
0,132.6667,2.985031
0,133,2.985597
0,133.3333,2.986156
0,133.6667,2.986709
0,134,2.987255
0,134.3333,2.987794
0,134.6667,2.988328
0,135,2.988854
0,135.3333,2.989375
0,135.6667,2.98989
0,136,2.990398
0,136.3333,2.990901
0,136.6667,2.991397
0,137,2.991887
0,137.3333,2.992372
0,137.6667,2.992851
0,138,2.993324
0,138.3333,2.993791
0,138.6667,2.994253
0,139,2.994709
0,139.3333,2.99516
0,139.6667,2.995605
0,140,2.996045
0,140.3333,2.99648
0,140.6667,2.996909
0,141,2.997333
0,141.3333,2.997752
0,141.6667,2.998165
0,142,2.998574
0,142.3333,2.998978
0,142.6667,2.999376
0,143,2.99977
0,143.3333,3.000159
0,143.6667,3.000543
0,144,3.000922
0,144.3333,3.001297
0,144.6667,3.001666
0,145,3.002032
0,145.3333,3.002392
0,145.6667,3.002748
0,146,3.0031
0,146.3333,3.003447
0,146.6667,3.00379
0,147,3.004128
0,147.3333,3.004462
0,147.6667,3.004792
0,148,3.005118
0,148.3333,3.005439
0,148.6667,3.005756
0,149,3.006069
0,149.3333,3.006379
0,149.6667,3.006684
0,150,3.006985
0,150.3333,3.007282
0,150.6667,3.007575
0,151,3.007864
0,151.3333,3.00815
0,151.6667,3.008432
0,152,3.00871
0,152.3333,3.008984
0,152.6667,3.009255
0,153,3.009522
0,153.3333,3.009785
0,153.6667,3.010045
0,154,3.010301
0,154.3333,3.010554
0,154.6667,3.010803
0,155,3.011049
0,155.3333,3.011292
0,155.6667,3.011531
0,156,3.011766
0,156.3333,3.011999
0,156.6667,3.012228
0,157,3.012454
0,157.3333,3.012677
0,157.6667,3.012896
0,158,3.013113
0,158.3333,3.013326
0,158.6667,3.013536
0,159,3.013744
0,159.3333,3.013948
0,159.6667,3.014149
0,160,3.014347
0,160.3333,3.014542
0,160.6667,3.014735
0,161,3.014924
0,161.3333,3.01511
0,161.6667,3.015294
0,162,3.015475
0,162.3333,3.015653
0,162.6667,3.015829
0,163,3.016002
0,163.3333,3.016172
0,163.6667,3.016339
0,164,3.016504
0,164.3333,3.016666
0,164.6667,3.016826
0,165,3.016983
0,165.3333,3.017137
0,165.6667,3.017289
0,166,3.017438
0,166.3333,3.017583
0,166.6667,3.017723
0,167,3.017854
0,167.3333,3.017974
0,167.6667,3.018077
0,168,3.018157
0,168.3333,3.01821
0,168.6667,3.018229
0,169,3.018207
0,169.3333,3.018139
0,169.6667,3.018019
0,170,3.017841
0,170.3333,3.017599
0,170.6667,3.017288
0,171,3.016903
0,171.3333,3.01644
0,171.6667,3.015895
0,172,3.015263
0,172.3333,3.014543
0,172.6667,3.01373
0,173,3.012824
0,173.3333,3.011822
0,173.6667,3.010721
0,174,3.009516
0,174.3333,3.008213
0,174.6667,3.006806
0,175,3.005292
0,175.3333,3.003672
0,175.6667,3.00195
0,176,3.000122
0,176.3333,2.998188
0,176.6667,2.996145
0,177,2.993993
0,177.3333,2.991731
0,177.6667,2.989362
0,178,2.98689
0,178.3333,2.984311
0,178.6667,2.981624
0,179,2.978831
0,179.3333,2.975931
0,179.6667,2.972924
0,180,2.969815
0,181,2.959874
0,182,2.949031
0,183,2.937313
0,184,2.924758
0,185,2.911391
0,186,2.897247
0,187,2.882357
0,188,2.866748
0,189,2.850451
0,190,2.833494
0,191,2.815902
0,192,2.797705
0,193,2.778928
0,194,2.759595
0,195,2.739732
0,196,2.719361
0,197,2.698506
0,198,2.677186
0,199,2.655424
0,200,2.633238
0,201,2.610646
0,202,2.587665
0,203,2.564312
0,204,2.540602
0,205,2.516551
0,206,2.492172
0,207,2.467479
0,208,2.442484
0,209,2.4172
0,210,2.391638
0,211,2.365808
0,212,2.339724
0,213,2.313392
0,214,2.286825
0,215,2.260029
0,216,2.233016
0,217,2.205792
0,218,2.178366
0,219,2.150746
0,220,2.122939
0,221,2.094951
0,222,2.066789
0,223,2.038461
0,224,2.009971
0,225,1.981325
0,226,1.952529
0,227,1.923589
0,228,1.89451
0,229,1.865295
0,230,1.835951
0,231,1.80648
0,232,1.776887
0,233,1.747178
0,234,1.717356
0,235,1.687423
0,236,1.657384
0,237,1.627241
0,238,1.596998
0,239,1.566659
0,240,1.536227
0,241,1.505705
0,242,1.475094
0,243,1.444397
0,244,1.413618
0,245,1.382759
0,246,1.351823
0,247,1.320811
0,248,1.289726
0,249,1.258573
0,250,1.227388
0,251,1.196284
0,252,1.165414
0,253,1.134937
0,254,1.104988
0,255,1.075677
0,256,1.047088
0,257,1.019279
0,258,0.99229
0,259,0.9661452
0,260,0.9408543
0,261,0.9164167
0,262,0.8928237
0,263,0.87006
0,264,0.8481066
0,265,0.826941
0,266,0.806538
0,267,0.7868711
0,268,0.7679129
0,269,0.7496358
0,270,0.7320126
0,271,0.715016
0,272,0.6986196
0,273,0.6827976
0,274,0.6675248
0,275,0.6527772
0,276,0.6385315
0,277,0.6247655
0,278,0.6114581
0,279,0.5985889
0,280,0.586139
0,281,0.5740896
0,282,0.5624235
0,283,0.551124
0,284,0.5401753
0,285,0.5295624
0,286,0.519271
0,287,0.5092875
0,288,0.4995992
0,289,0.490194
0,290,0.4810602
0,291,0.4721868
0,292,0.4635634
0,293,0.45518
0,294,0.4470273
0,295,0.439096
0,296,0.4313777
0,297,0.4238642
0,298,0.4165479
0,299,0.4094211
0,300,0.4024771
0,301,0.3957089
0,302,0.3891103
0,303,0.382675
0,304,0.3763973
0,305,0.3702716
0,306,0.3642924
0,307,0.3584549
0,308,0.352754
0,309,0.3471851
0,310,0.3417439
0,311,0.3364259
0,312,0.3312272
0,313,0.3261439
0,314,0.3211721
0,315,0.3163084
0,316,0.3115492
0,317,0.3068914
0,318,0.3023317
0,319,0.2978671
0,320,0.2934946
0,321,0.2892116
0,322,0.2850153
0,323,0.2809032
0,324,0.2768728
0,325,0.2729216
0,326,0.2690474
0,327,0.2652481
