"IndividualId","Time [min]","Organism|PeripheralVenousBlood|average compound|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,0.3333333,5.361663E-10
0,0.6666667,1.294293E-07
0,1,2.246502E-06
0,1.333333,1.420792E-05
0,1.666667,5.351296E-05
0,2,0.0001478541
0,2.333333,0.0003323491
0,2.666667,0.0006450281
0,3,0.001124291
0,3.333333,0.001808635
0,3.666667,0.002737073
0,4,0.003949353
0,4.333333,0.005485806
0,4.666667,0.007386916
0,5,0.009692468
0,5.333333,0.01243905
0,5.666667,0.01565524
0,6,0.0193591
0,6.333333,0.02355791
0,6.666667,0.02824967
0,7,0.03342618
0,7.333333,0.03907492
0,7.666667,0.04518057
0,8,0.05172652
0,8.333333,0.05869591
0,8.666667,0.0660722
0,9,0.0738397
0,9.333333,0.08198366
0,9.666667,0.09049045
0,10,0.09934794
0,10.33333,0.1085453
0,10.66667,0.1180732
0,11,0.1279234
0,11.33333,0.1380889
0,11.66667,0.1485638
0,12,0.1593433
0,12.33333,0.1704234
0,12.66667,0.1818011
0,13,0.1934741
0,13.33333,0.205441
0,13.66667,0.2177005
0,14,0.2302524
0,14.33333,0.2430964
0,14.66667,0.256233
0,15,0.2696628
0,15.33333,0.2833858
0,15.66667,0.2973994
0,16,0.3116982
0,16.33333,0.3262731
0,16.66667,0.341113
0,17,0.3562053
0,17.33333,0.3715367
0,17.66667,0.3870935
0,18,0.4028621
0,18.33333,0.4188297
0,18.66667,0.4349837
0,19,0.4513127
0,19.33333,0.467806
0,19.66667,0.4844541
0,20,0.5012484
0,20.33333,0.5181814
0,20.66667,0.5352462
0,21,0.5524371
0,21.33333,0.5697487
0,21.66667,0.587177
0,22,0.604718
0,22.33333,0.6223691
0,22.66667,0.6401277
0,23,0.6579919
0,23.33333,0.6759609
0,23.66667,0.6940328
0,24,0.7122076
0,24.33333,0.7304853
0,24.66667,0.7488669
0,25,0.7673516
0,25.33333,0.7859407
0,25.66667,0.8046359
0,26,0.8234393
0,26.33333,0.8423512
0,26.66667,0.8613733
0,27,0.8805081
0,27.33333,0.8997577
0,27.66667,0.9191238
0,28,0.9386085
0,28.33333,0.958214
0,28.66667,0.9779422
0,29,0.9977953
0,29.33333,1.017776
0,29.66667,1.037886
0,30,1.058127
0,30.33333,1.078503
0,30.66667,1.099011
0,31,1.11965
0,31.33333,1.140414
0,31.66667,1.161297
0,32,1.182291
0,32.33333,1.203387
0,32.66667,1.224576
0,33,1.245849
0,33.33333,1.267198
0,33.66667,1.288613
0,34,1.310087
0,34.33333,1.331612
0,34.66667,1.35318
0,35,1.374786
0,35.33333,1.396423
0,35.66667,1.418087
0,36,1.439772
0,36.33333,1.461475
0,36.66667,1.483191
0,37,1.504916
0,37.33333,1.526649
0,37.66667,1.548385
0,38,1.570124
0,38.33333,1.591861
0,38.66667,1.613597
0,39,1.635329
0,39.33333,1.657056
0,39.66667,1.678777
0,40,1.700491
0,40.33333,1.722198
0,40.66667,1.743896
0,41,1.765586
0,41.33333,1.787266
0,41.66667,1.808937
0,42,1.830599
0,42.33333,1.85225
0,42.66667,1.873892
0,43,1.895524
0,43.33333,1.917145
0,43.66667,1.938756
0,44,1.960357
0,44.33333,1.981948
0,44.66667,2.003528
0,45,2.025098
0,45.33333,2.046656
0,45.66667,2.068204
0,46,2.089741
0,46.33333,2.111266
0,46.66667,2.132778
0,47,2.154279
0,47.33333,2.175767
0,47.66667,2.197241
0,48,2.218702
0,48.33333,2.240148
0,48.66667,2.261579
0,49,2.282993
0,49.33333,2.304388
0,49.66667,2.325762
0,50,2.34711
0,50.33333,2.36843
0,50.66667,2.389718
0,51,2.410971
0,51.33333,2.432185
0,51.66667,2.453357
0,52,2.474483
0,52.33333,2.495561
0,52.66667,2.516587
0,53,2.537559
0,53.33333,2.558473
0,53.66667,2.579329
0,54,2.600122
0,54.33333,2.620852
0,54.66667,2.641516
0,55,2.662113
0,55.33333,2.68264
0,55.66667,2.703097
0,56,2.723481
0,56.33333,2.743792
0,56.66667,2.764029
0,57,2.784189
0,57.33333,2.804273
0,57.66667,2.824279
0,58,2.844206
0,58.33333,2.864054
0,58.66667,2.883822
0,59,2.90351
0,59.33333,2.923116
0,59.66667,2.942641
0,60,2.962084
0,60.33333,2.981444
0,60.66667,3.000721
0,61,3.019916
0,61.33333,3.039027
0,61.66667,3.058055
0,62,3.076999
0,62.33333,3.095859
0,62.66667,3.114635
0,63,3.133327
0,63.33333,3.151936
0,63.66667,3.17046
0,64,3.1889
0,64.33334,3.207256
0,64.66666,3.225529
0,65,3.243717
0,65.33334,3.261822
0,65.66666,3.279843
0,66,3.29778
0,66.33334,3.315634
0,66.66666,3.333405
0,67,3.351092
0,67.33334,3.368697
0,67.66666,3.386219
0,68,3.403658
0,68.33334,3.421015
0,68.66666,3.43829
0,69,3.455482
0,69.33334,3.472594
0,69.66666,3.489623
0,70,3.506571
0,70.33334,3.523438
0,70.66666,3.540223
0,71,3.556906
0,71.33334,3.573432
0,71.66666,3.589718
0,72,3.605673
0,72.33334,3.621219
0,72.66666,3.636289
0,73,3.650836
0,73.33334,3.664829
0,73.66666,3.678249
0,74,3.69109
0,74.33334,3.703343
0,74.66666,3.714974
0,75,3.725927
0,75.33334,3.736145
0,75.66666,3.745586
0,76,3.75422
0,76.33334,3.762008
0,76.66666,3.768898
0,77,3.774832
0,77.33334,3.779773
0,77.66666,3.783701
0,78,3.786616
0,78.33334,3.788533
0,78.66666,3.789479
0,79,3.789487
0,79.33334,3.788599
0,79.66666,3.786855
0,80,3.784301
0,80.33334,3.78098
0,80.66666,3.776935
0,81,3.772209
0,81.33334,3.766842
0,81.66666,3.760876
0,82,3.754345
0,82.33334,3.747287
0,82.66666,3.739735
0,83,3.731719
0,83.33334,3.723271
0,83.66666,3.71442
0,84,3.70519
0,84.33334,3.695608
0,84.66666,3.685698
0,85,3.67548
0,85.33334,3.664976
0,85.66666,3.654206
0,86,3.643186
0,86.33334,3.631934
0,86.66666,3.620464
0,87,3.608793
0,87.33334,3.596935
0,87.66666,3.584903
0,88,3.572705
0,88.33334,3.560354
0,88.66666,3.547867
0,89,3.535248
0,89.33334,3.522507
0,89.66666,3.509653
0,90,3.496698
0,90.33334,3.483647
0,90.66666,3.470509
0,91,3.457288
0,91.33334,3.443995
0,91.66666,3.430635
0,92,3.417214
0,92.33334,3.403736
0,92.66666,3.390209
0,93,3.376637
0,93.33334,3.363025
0,93.66666,3.349376
0,94,3.335696
0,94.33334,3.32199
0,94.66666,3.308259
0,95,3.294508
0,95.33334,3.28074
0,95.66666,3.266959
0,96,3.253169
0,96.33334,3.23937
0,96.66666,3.225566
0,97,3.211762
0,97.33334,3.197958
0,97.66666,3.184159
0,98,3.170364
0,98.33334,3.156576
0,98.66666,3.142797
0,99,3.129029
0,99.33334,3.115271
0,99.66666,3.101534
0,100,3.087814
0,100.3333,3.074111
0,100.6667,3.060428
0,101,3.046765
0,101.3333,3.033123
0,101.6667,3.019502
0,102,3.005903
0,102.3333,2.992335
0,102.6667,2.978794
0,103,2.965281
0,103.3333,2.951797
0,103.6667,2.938341
0,104,2.924915
0,104.3333,2.91152
0,104.6667,2.898154
0,105,2.884825
0,105.3333,2.871529
0,105.6667,2.858267
0,106,2.845041
0,106.3333,2.831851
0,106.6667,2.818697
0,107,2.805582
0,107.3333,2.792504
0,107.6667,2.779465
0,108,2.766464
0,108.3333,2.753503
0,108.6667,2.740582
0,109,2.727702
0,109.3333,2.714864
0,109.6667,2.702069
0,110,2.689317
0,110.3333,2.676606
0,110.6667,2.663937
0,111,2.651312
0,111.3333,2.638731
0,111.6667,2.626194
0,112,2.613701
0,112.3333,2.601252
0,112.6667,2.588849
0,113,2.57649
0,113.3333,2.564177
0,113.6667,2.551908
0,114,2.539686
0,114.3333,2.527509
0,114.6667,2.515377
0,115,2.503291
0,115.3333,2.491251
0,115.6667,2.479257
0,116,2.46731
0,116.3333,2.455409
0,116.6667,2.443554
0,117,2.431746
0,117.3333,2.419985
0,117.6667,2.40827
0,118,2.396601
0,118.3333,2.38498
0,118.6667,2.373405
0,119,2.361878
0,119.3333,2.350397
0,119.6667,2.338964
0,120,2.327577
0,120.3333,2.316238
0,120.6667,2.304946
0,121,2.293702
0,121.3333,2.282504
0,121.6667,2.271354
0,122,2.260251
0,122.3333,2.249195
0,122.6667,2.238187
0,123,2.227226
0,123.3333,2.216312
0,123.6667,2.205446
0,124,2.194627
0,124.3333,2.183855
0,124.6667,2.17313
0,125,2.162452
0,125.3333,2.151821
0,125.6667,2.141237
0,126,2.130701
0,126.3333,2.120211
0,126.6667,2.109767
0,127,2.099371
0,127.3333,2.089021
0,127.6667,2.078718
0,128,2.068461
0,128.3333,2.058251
0,128.6667,2.048086
0,129,2.037968
0,129.3333,2.027897
0,129.6667,2.017871
0,130,2.007891
0,130.3333,1.997957
0,130.6667,1.988069
0,131,1.978226
0,131.3333,1.968429
0,131.6667,1.958677
0,132,1.948971
0,132.3333,1.93931
0,132.6667,1.929694
0,133,1.920123
0,133.3333,1.910597
0,133.6667,1.901116
0,134,1.89168
0,134.3333,1.882289
0,134.6667,1.872941
0,135,1.863638
0,135.3333,1.85438
0,135.6667,1.845165
0,136,1.835995
0,136.3333,1.826868
0,136.6667,1.817785
0,137,1.808746
0,137.3333,1.799751
0,137.6667,1.790798
0,138,1.781889
0,138.3333,1.773023
0,138.6667,1.7642
0,139,1.75542
0,139.3333,1.746683
0,139.6667,1.737988
0,140,1.729335
0,140.3333,1.720725
0,140.6667,1.712157
0,141,1.703631
0,141.3333,1.695147
0,141.6667,1.686704
0,142,1.678303
0,142.3333,1.669943
0,142.6667,1.661625
0,143,1.653348
0,143.3333,1.645112
0,143.6667,1.636917
0,144,1.628762
0,144.3333,1.620648
0,144.6667,1.612574
0,145,1.604541
0,145.3333,1.596547
0,145.6667,1.588594
0,146,1.580681
0,146.3333,1.572807
0,146.6667,1.564973
0,147,1.557178
0,147.3333,1.549422
0,147.6667,1.541706
0,148,1.534028
0,148.3333,1.52639
0,148.6667,1.51879
0,149,1.511228
0,149.3333,1.503705
0,149.6667,1.49622
0,150,1.488773
0,150.3333,1.481364
0,150.6667,1.473992
0,151,1.466658
0,151.3333,1.459362
0,151.6667,1.452103
0,152,1.444881
0,152.3333,1.437696
0,152.6667,1.430548
0,153,1.423437
0,153.3333,1.416362
0,153.6667,1.409324
0,154,1.402321
0,154.3333,1.395355
0,154.6667,1.388425
0,155,1.381531
0,155.3333,1.374672
0,155.6667,1.367849
0,156,1.361061
0,156.3333,1.354308
0,156.6667,1.34759
0,157,1.340907
0,157.3333,1.334259
0,157.6667,1.327646
0,158,1.321067
0,158.3333,1.314522
0,158.6667,1.308011
0,159,1.301535
0,159.3333,1.295092
0,159.6667,1.288683
0,160,1.282307
0,160.3333,1.275965
0,160.6667,1.269656
0,161,1.26338
0,161.3333,1.257137
0,161.6667,1.250927
0,162,1.24475
0,162.3333,1.238605
0,162.6667,1.232493
0,163,1.226413
0,163.3333,1.220364
0,163.6667,1.214348
0,164,1.208364
0,164.3333,1.202411
0,164.6667,1.19649
0,165,1.1906
0,165.3333,1.184741
0,165.6667,1.178914
0,166,1.173117
0,166.3333,1.167352
0,166.6667,1.161616
0,167,1.155912
0,167.3333,1.150237
0,167.6667,1.144593
0,168,1.138979
0,168.3333,1.133395
0,168.6667,1.127841
0,169,1.122317
0,169.3333,1.116822
0,169.6667,1.111356
0,170,1.10592
0,170.3333,1.100512
0,170.6667,1.095134
0,171,1.089785
0,171.3333,1.084464
0,171.6667,1.079172
0,172,1.073908
0,172.3333,1.068672
0,172.6667,1.063465
0,173,1.058286
0,173.3333,1.053135
0,173.6667,1.048011
0,174,1.042915
0,174.3333,1.037846
0,174.6667,1.032805
0,175,1.027791
0,175.3333,1.022805
0,175.6667,1.017845
0,176,1.012912
0,176.3333,1.008005
0,176.6667,1.003126
0,177,0.9982724
0,177.3333,0.9934454
0,177.6667,0.9886446
0,178,0.9838699
0,178.3333,0.979121
0,178.6667,0.974398
0,179,0.9697007
0,179.3333,0.9650289
0,179.6667,0.9603826
0,180,0.9557615
0,181,0.9420488
0,182,0.9285594
0,183,0.9152897
0,184,0.9022367
0,185,0.889397
0,186,0.8767675
0,187,0.8643449
0,188,0.8521262
0,189,0.8401082
0,190,0.8282878
0,191,0.8166621
0,192,0.8052281
0,193,0.7939827
0,194,0.7829232
0,195,0.7720466
0,196,0.76135
0,197,0.7508308
0,198,0.740486
0,199,0.730313
0,200,0.7203091
0,201,0.7104716
0,202,0.7007979
0,203,0.6912853
0,204,0.6819314
0,205,0.6727336
0,206,0.6636894
0,207,0.6547965
0,208,0.6460522
0,209,0.6374544
0,210,0.6290005
0,211,0.6206883
0,212,0.6125156
0,213,0.60448
0,214,0.5965793
0,215,0.5888113
0,216,0.581174
0,217,0.5736651
0,218,0.5662825
0,219,0.5590242
0,220,0.5518881
0,221,0.5448723
0,222,0.5379747
0,223,0.5311934
0,224,0.5245266
0,225,0.5179722
0,226,0.5115284
0,227,0.5051935
0,228,0.4989655
0,229,0.4928428
0,230,0.4868234
0,231,0.4809059
0,232,0.4750883
0,233,0.4693691
0,234,0.4637466
0,235,0.4582191
0,236,0.4527852
0,237,0.4474432
0,238,0.4421915
0,239,0.4370286
0,240,0.4319531
0,241,0.4269634
0,242,0.4220581
0,243,0.4172358
0,244,0.412495
0,245,0.4078344
0,246,0.4032526
0,247,0.3987483
0,248,0.3943201
0,249,0.3899667
0,250,0.3856868
0,251,0.3814793
0,252,0.3773428
0,253,0.3732762
0,254,0.3692782
0,255,0.3653476
0,256,0.3614834
0,257,0.3576842
