"IndividualId","Time [min]","Organism|PeripheralVenousBlood|average compound|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,0.3333333,6.499965E-09
0,0.6666667,1.110531E-06
0,1,1.488012E-05
0,1.333333,7.918498E-05
0,1.666667,0.0002651431
0,2,0.0006702855
0,2.333333,0.001397639
0,2.666667,0.002536734
0,3,0.004156123
0,3.333333,0.006302026
0,3.666667,0.008999555
0,4,0.01225511
0,4.333333,0.01605938
0,4.666667,0.02039046
0,5,0.02521665
0,5.333333,0.03049907
0,5.666667,0.03619397
0,6,0.04225459
0,6.333333,0.04863279
0,6.666667,0.05528028
0,7,0.06214965
0,7.333333,0.06919511
0,7.666667,0.07637305
0,8,0.08364244
0,8.333333,0.09096509
0,8.666667,0.0983058
0,9,0.1056324
0,9.333333,0.1129158
0,9.666667,0.1201299
0,10,0.1272514
0,10.33333,0.1342597
0,10.66667,0.1411371
0,11,0.147868
0,11.33333,0.1544393
0,11.66667,0.1608399
0,12,0.1670606
0,12.33333,0.1730941
0,12.66667,0.1789347
0,13,0.1845781
0,13.33333,0.1900213
0,13.66667,0.1952624
0,14,0.2003008
0,14.33333,0.2051364
0,14.66667,0.2097706
0,15,0.2142049
0,15.33333,0.2184419
0,15.66667,0.2224842
0,16,0.2263355
0,16.33333,0.2299991
0,16.66667,0.2334795
0,17,0.2367807
0,17.33333,0.2399073
0,17.66667,0.2428641
0,18,0.2456558
0,18.33333,0.2482875
0,18.66667,0.2507641
0,19,0.2530906
0,19.33333,0.2552721
0,19.66667,0.2573136
0,20,0.25922
0,20.33333,0.2609964
0,20.66667,0.2626474
0,21,0.264178
0,21.33333,0.2655927
0,21.66667,0.2668963
0,22,0.2680931
0,22.33333,0.2691876
0,22.66667,0.270184
0,23,0.2710864
0,23.33333,0.2718989
0,23.66667,0.2726253
0,24,0.2732695
0,24.33333,0.2738352
0,24.66667,0.2743257
0,25,0.2747446
0,25.33333,0.2750951
0,25.66667,0.2753805
0,26,0.2756037
0,26.33333,0.2757677
0,26.66667,0.2758754
0,27,0.2759294
0,27.33333,0.2759324
0,27.66667,0.2758869
0,28,0.2757953
0,28.33333,0.2756599
0,28.66667,0.2754829
0,29,0.2752665
0,29.33333,0.2750126
0,29.66667,0.2747234
0,30,0.2744005
0,30.33333,0.2740458
0,30.66667,0.273661
0,31,0.2732477
0,31.33333,0.2728076
0,31.66667,0.2723421
0,32,0.2718526
0,32.33333,0.2713405
0,32.66667,0.2708072
0,33,0.2702538
0,33.33333,0.2696815
0,33.66667,0.2690916
0,34,0.268485
0,34.33333,0.2678629
0,34.66667,0.2672262
0,35,0.2665758
0,35.33333,0.2659128
0,35.66667,0.2652378
0,36,0.2645518
0,36.33333,0.2638555
0,36.66667,0.2631497
0,37,0.262435
0,37.33333,0.2617123
0,37.66667,0.260982
0,38,0.2602449
0,38.33333,0.2595015
0,38.66667,0.2587523
0,39,0.257998
0,39.33333,0.257239
0,39.66667,0.2564757
0,40,0.2557088
0,40.33333,0.2549385
0,40.66667,0.2541652
0,41,0.2533895
0,41.33333,0.2526117
0,41.66667,0.2518321
0,42,0.251051
0,42.33333,0.2502689
0,42.66667,0.2494859
0,43,0.2487025
0,43.33333,0.2479187
0,43.66667,0.247135
0,44,0.2463516
0,44.33333,0.2455687
0,44.66667,0.2447865
0,45,0.2440052
0,45.33333,0.2432251
0,45.66667,0.2424463
0,46,0.241669
0,46.33333,0.2408934
0,46.66667,0.2401196
0,47,0.2393478
0,47.33333,0.2385781
0,47.66667,0.2378107
0,48,0.2370457
0,48.33333,0.2362832
0,48.66667,0.2355232
0,49,0.2347661
0,49.33333,0.2340117
0,49.66667,0.2332602
0,50,0.2325118
0,50.33333,0.2317664
0,50.66667,0.2310241
0,51,0.2302851
0,51.33333,0.2295494
0,51.66667,0.228817
0,52,0.2280881
0,52.33333,0.2273626
0,52.66667,0.2266406
0,53,0.2259221
0,53.33333,0.2252072
0,53.66667,0.224496
0,54,0.2237884
0,54.33333,0.2230845
0,54.66667,0.2223843
0,55,0.2216878
0,55.33333,0.2209951
0,55.66667,0.2203062
0,56,0.2196211
0,56.33333,0.2189398
0,56.66667,0.2182623
0,57,0.2175886
0,57.33333,0.2169187
0,57.66667,0.2162527
0,58,0.2155906
0,58.33333,0.2149323
0,58.66667,0.2142778
0,59,0.2136271
0,59.33333,0.2129803
0,59.66667,0.2123374
0,60,0.2116982
0,60.33333,0.2110629
0,60.66667,0.2104314
0,61,0.2098037
0,61.33333,0.2091798
0,61.66667,0.2085596
0,62,0.2079432
0,62.33333,0.2073306
0,62.66667,0.2067217
0,63,0.2061165
0,63.33333,0.205515
0,63.66667,0.2049172
0,64,0.204323
0,64.33334,0.2037325
0,64.66666,0.2031456
0,65,0.2025624
0,65.33334,0.2019827
0,65.66666,0.2014066
0,66,0.200834
0,66.33334,0.2002649
0,66.66666,0.1996994
0,67,0.1991373
0,67.33334,0.1985787
0,67.66666,0.1980235
0,68,0.1974716
0,68.33334,0.1969232
0,68.66666,0.1963782
0,69,0.1958365
0,69.33334,0.195298
0,69.66666,0.1947629
0,70,0.194231
0,70.33334,0.1937024
0,70.66666,0.193177
0,71,0.1926547
0,71.33334,0.1921356
0,71.66666,0.1916197
0,72,0.1911068
0,72.33334,0.1905971
0,72.66666,0.1900904
0,73,0.1895867
0,73.33334,0.189086
0,73.66666,0.1885883
0,74,0.1880936
0,74.33334,0.1876018
0,74.66666,0.1871129
0,75,0.1866268
0,75.33334,0.1861436
0,75.66666,0.1856633
0,76,0.1851857
0,76.33334,0.184711
0,76.66666,0.1842389
0,77,0.1837697
0,77.33334,0.1833031
0,77.66666,0.1828392
0,78,0.1823779
0,78.33334,0.1819193
0,78.66666,0.1814632
0,79,0.1810098
0,79.33334,0.1805589
0,79.66666,0.1801106
0,80,0.1796647
0,80.33334,0.1792213
0,80.66666,0.1787805
0,81,0.178342
0,81.33334,0.177906
0,81.66666,0.1774723
0,82,0.1770411
0,82.33334,0.1766121
0,82.66666,0.1761855
0,83,0.1757612
0,83.33334,0.1753392
0,83.66666,0.1749195
0,84,0.174502
0,84.33334,0.1740867
0,84.66666,0.1736736
0,85,0.1732627
0,85.33334,0.1728539
0,85.66666,0.1724473
0,86,0.1720428
0,86.33334,0.1716404
0,86.66666,0.17124
0,87,0.1708417
0,87.33334,0.1704455
0,87.66666,0.1700513
0,88,0.169659
0,88.33334,0.1692688
0,88.66666,0.1688804
0,89,0.1684941
0,89.33334,0.1681096
0,89.66666,0.1677271
0,90,0.1673464
0,90.33334,0.1669676
0,90.66666,0.1665907
0,91,0.1662156
0,91.33334,0.1658423
0,91.66666,0.1654708
0,92,0.165101
0,92.33334,0.1647331
0,92.66666,0.1643668
0,93,0.1640024
0,93.33334,0.1636396
0,93.66666,0.1632785
0,94,0.1629191
0,94.33334,0.1625613
0,94.66666,0.1622052
0,95,0.1618508
0,95.33334,0.1614979
0,95.66666,0.1611467
0,96,0.1607971
0,96.33334,0.160449
0,96.66666,0.1601025
0,97,0.1597575
0,97.33334,0.1594141
0,97.66666,0.1590721
0,98,0.1587317
0,98.33334,0.1583928
0,98.66666,0.1580553
0,99,0.1577193
0,99.33334,0.1573848
0,99.66666,0.1570517
0,100,0.15672
0,100.3333,0.1563898
0,100.6667,0.1560609
0,101,0.1557334
0,101.3333,0.1554073
0,101.6667,0.1550826
0,102,0.1547592
0,102.3333,0.1544371
0,102.6667,0.1541164
0,103,0.153797
0,103.3333,0.1534789
0,103.6667,0.1531621
0,104,0.1528466
0,104.3333,0.1525323
0,104.6667,0.1522193
0,105,0.1519075
0,105.3333,0.151597
0,105.6667,0.1512878
0,106,0.1509797
0,106.3333,0.1506728
0,106.6667,0.1503672
0,107,0.1500627
0,107.3333,0.1497594
0,107.6667,0.1494573
0,108,0.1491563
0,108.3333,0.1488565
0,108.6667,0.1485578
0,109,0.1482603
0,109.3333,0.1479639
0,109.6667,0.1476686
0,110,0.1473743
0,110.3333,0.1470812
0,110.6667,0.1467892
0,111,0.1464982
0,111.3333,0.1462084
0,111.6667,0.1459195
0,112,0.1456318
0,112.3333,0.145345
0,112.6667,0.1450594
0,113,0.1447747
0,113.3333,0.1444911
0,113.6667,0.1442084
0,114,0.1439268
0,114.3333,0.1436462
0,114.6667,0.1433666
0,115,0.1430879
0,115.3333,0.1428102
0,115.6667,0.1425335
0,116,0.1422578
0,116.3333,0.141983
0,116.6667,0.1417091
0,117,0.1414362
0,117.3333,0.1411643
0,117.6667,0.1408932
0,118,0.1406231
0,118.3333,0.1403539
0,118.6667,0.1400856
0,119,0.1398182
0,119.3333,0.1395517
0,119.6667,0.1392861
0,120,0.1390213
0,120.3333,0.1387575
0,120.6667,0.1384945
0,121,0.1382323
0,121.3333,0.1379711
0,121.6667,0.1377106
0,122,0.1374511
0,122.3333,0.1371924
0,122.6667,0.1369345
0,123,0.1366774
0,123.3333,0.1364212
0,123.6667,0.1361658
0,124,0.1359112
0,124.3333,0.1356574
0,124.6667,0.1354044
0,125,0.1351522
0,125.3333,0.1349008
0,125.6667,0.1346502
0,126,0.1344003
0,126.3333,0.1341513
0,126.6667,0.133903
0,127,0.1336555
0,127.3333,0.1334088
0,127.6667,0.1331628
0,128,0.1329176
0,128.3333,0.1326731
0,128.6667,0.1324294
0,129,0.1321864
0,129.3333,0.1319441
0,129.6667,0.1317026
0,130,0.1314618
0,130.3333,0.1312218
0,130.6667,0.1309824
0,131,0.1307438
0,131.3333,0.1305059
0,131.6667,0.1302686
0,132,0.1300322
0,132.3333,0.1297963
0,132.6667,0.1295612
0,133,0.1293268
0,133.3333,0.1290931
0,133.6667,0.12886
0,134,0.1286277
0,134.3333,0.128396
0,134.6667,0.128165
0,135,0.1279346
0,135.3333,0.1277049
0,135.6667,0.1274759
0,136,0.1272476
0,136.3333,0.1270199
0,136.6667,0.1267928
0,137,0.1265664
0,137.3333,0.1263406
0,137.6667,0.1261155
0,138,0.125891
0,138.3333,0.1256672
0,138.6667,0.125444
0,139,0.1252214
0,139.3333,0.1249994
0,139.6667,0.1247781
0,140,0.1245574
0,140.3333,0.1243373
0,140.6667,0.1241178
0,141,0.1238989
0,141.3333,0.1236806
0,141.6667,0.123463
0,142,0.1232459
0,142.3333,0.1230294
0,142.6667,0.1228135
0,143,0.1225983
0,143.3333,0.1223836
0,143.6667,0.1221695
0,144,0.1219559
0,144.3333,0.121743
0,144.6667,0.1215306
0,145,0.1213188
0,145.3333,0.1211076
0,145.6667,0.120897
0,146,0.1206869
0,146.3333,0.1204774
0,146.6667,0.1202685
0,147,0.1200601
0,147.3333,0.1198523
0,147.6667,0.119645
0,148,0.1194383
0,148.3333,0.1192321
0,148.6667,0.1190265
0,149,0.1188214
0,149.3333,0.1186169
0,149.6667,0.1184129
0,150,0.1182094
0,150.3333,0.1180065
0,150.6667,0.1178041
0,151,0.1176023
0,151.3333,0.117401
0,151.6667,0.1172002
0,152,0.1169999
0,152.3333,0.1168002
0,152.6667,0.1166009
0,153,0.1164022
0,153.3333,0.1162041
0,153.6667,0.1160064
0,154,0.1158092
0,154.3333,0.1156126
0,154.6667,0.1154164
0,155,0.1152208
0,155.3333,0.1150257
0,155.6667,0.114831
0,156,0.1146369
0,156.3333,0.1144433
0,156.6667,0.1142501
0,157,0.1140575
0,157.3333,0.1138653
0,157.6667,0.1136737
0,158,0.1134825
0,158.3333,0.1132918
0,158.6667,0.1131016
0,159,0.1129119
0,159.3333,0.1127226
0,159.6667,0.1125339
0,160,0.1123456
0,160.3333,0.1121578
0,160.6667,0.1119704
0,161,0.1117836
0,161.3333,0.1115972
0,161.6667,0.1114113
0,162,0.1112258
0,162.3333,0.1110408
0,162.6667,0.1108563
0,163,0.1106722
0,163.3333,0.1104886
0,163.6667,0.1103055
0,164,0.1101228
0,164.3333,0.1099405
0,164.6667,0.1097587
0,165,0.1095774
0,165.3333,0.1093965
0,165.6667,0.1092161
0,166,0.1090361
0,166.3333,0.1088565
0,166.6667,0.1086774
0,167,0.1084988
0,167.3333,0.1083205
0,167.6667,0.1081428
0,168,0.1079654
0,168.3333,0.1077885
0,168.6667,0.107612
0,169,0.107436
0,169.3333,0.1072604
0,169.6667,0.1070852
0,170,0.1069104
0,170.3333,0.1067361
0,170.6667,0.1065622
0,171,0.1063887
0,171.3333,0.1062157
0,171.6667,0.106043
0,172,0.1058708
0,172.3333,0.105699
0,172.6667,0.1055276
0,173,0.1053567
0,173.3333,0.1051861
0,173.6667,0.105016
0,174,0.1048463
0,174.3333,0.1046769
0,174.6667,0.104508
0,175,0.1043395
0,175.3333,0.1041714
0,175.6667,0.1040037
0,176,0.1038364
0,176.3333,0.1036696
0,176.6667,0.1035031
0,177,0.103337
0,177.3333,0.1031713
0,177.6667,0.103006
0,178,0.1028411
0,178.3333,0.1026766
0,178.6667,0.1025125
0,179,0.1023488
0,179.3333,0.1021854
0,179.6667,0.1020225
0,180,0.1018599
0,181,0.1013746
0,182,0.1008927
0,183,0.1004142
0,184,0.09993913
0,185,0.09946738
0,186,0.09899896
0,187,0.09853382
0,188,0.09807194
0,189,0.0976133
0,190,0.09715785
0,191,0.09670558
0,192,0.09625645
0,193,0.09581044
0,194,0.09536751
0,195,0.09492765
0,196,0.09449083
0,197,0.09405701
0,198,0.09362617
0,199,0.0931983
0,200,0.09277335
0,201,0.09235131
0,202,0.09193215
0,203,0.09151585
0,204,0.09110238
0,205,0.09069172
0,206,0.09028383
0,207,0.08987872
0,208,0.08947635
0,209,0.08907668
0,210,0.08867972
0,211,0.08828542
0,212,0.08789376
0,213,0.08750474
0,214,0.08711832
0,215,0.08673449
0,216,0.08635321
0,217,0.08597448
0,218,0.08559828
0,219,0.08522456
0,220,0.08485333
0,221,0.08448456
0,222,0.08411822
0,223,0.08375432
0,224,0.08339281
0,225,0.08303368
0,226,0.08267691
0,227,0.08232249
0,228,0.08197039
0,229,0.0816206
0,230,0.08127309
0,231,0.08092786
0,232,0.08058488
0,233,0.08024413
0,234,0.0799056
0,235,0.07956927
0,236,0.07923511
0,237,0.07890313
0,238,0.07857329
0,239,0.07824558
0,240,0.07791999
0,241,0.07759649
0,242,0.07727508
0,243,0.07695572
0,244,0.07663842
0,245,0.07632315
0,246,0.0760099
0,247,0.07569865
